"sim17_repl1_input","sim17_repl1_high","sim17_repl1_med","sim17_repl1_low","sim17_repl2_input","sim17_repl2_high","sim17_repl2_med","sim17_repl2_low"
9,7,11,5,0,0,1,0
0,0,0,0,39,37,36,104
4,6,6,2,22,27,24,37
22,24,15,27,56,57,62,31
0,0,0,0,29,23,24,14
6,7,2,0,8,10,14,6
50,53,56,106,19,16,23,9
9,14,9,3,17,24,33,10
2,4,0,0,7,2,2,5
72,64,84,66,9,7,1,0
115,94,89,131,17,10,19,15
2,1,4,1,14,10,20,2
2,2,2,2,8,11,5,2
11,7,9,13,0,0,0,0
10,9,9,16,0,0,0,0
19,17,23,16,5,10,14,9
3,2,2,1,10,12,10,10
5,12,11,9,0,0,0,0
16,14,24,2,0,0,0,0
0,0,0,0,135,108,133,98
21,19,31,11,0,0,0,0
12,8,10,5,0,2,0,1
0,0,0,0,19,19,23,16
8,9,12,0,0,1,0,0
27,36,41,5,25,39,26,22
1,5,7,4,0,3,1,1
16,11,13,11,0,0,0,0
7,13,14,20,16,23,13,10
3,5,2,7,0,0,0,0
3,11,11,17,30,23,41,33
3,1,2,0,13,9,9,7
27,19,25,92,0,0,0,0
0,0,0,0,0,0,0,0
49,45,62,42,26,24,28,31
11,25,19,68,2,4,0,4
15,14,10,0,9,8,3,19
22,17,14,25,1,2,2,0
55,52,58,74,6,13,7,9
0,0,0,0,0,0,0,0
2,3,4,1,9,9,3,10
0,0,0,0,24,10,17,6
29,20,20,21,5,1,2,1
0,1,1,3,1,3,2,2
26,24,12,99,0,0,0,0
5,6,3,10,2,3,1,1
25,24,20,81,20,13,12,11
12,15,12,3,10,19,7,30
13,15,7,19,0,0,2,5
7,10,5,33,0,0,0,0
75,71,89,104,16,25,13,12
0,0,0,0,48,61,49,149
0,0,0,0,5,6,9,2
10,10,9,1,5,10,9,12
6,9,10,6,10,8,7,2
5,9,15,43,0,2,1,0
2,6,4,0,6,9,7,9
0,0,0,0,43,35,48,22
0,0,0,0,46,24,45,14
23,18,24,33,53,52,47,159
50,41,64,2,0,4,1,8
45,37,42,70,39,30,30,2
43,28,33,40,0,0,0,0
83,67,84,82,6,7,8,4
5,9,7,6,3,2,3,1
5,21,9,2,0,0,0,0
8,3,8,2,7,4,3,2
1,0,0,1,0,2,0,0
10,3,7,7,49,58,41,72
10,5,11,15,2,3,3,9
4,7,15,5,40,39,43,32
0,0,0,0,15,28,19,27
45,45,46,6,18,25,23,7
5,0,5,2,5,3,2,3
4,1,3,1,0,1,0,2
24,27,20,17,70,66,66,11
0,0,0,0,33,39,36,12
68,67,65,35,0,0,0,0
0,1,0,0,2,1,3,0
5,6,2,1,0,0,0,0
7,17,15,7,78,76,74,59
21,33,28,13,0,0,0,0
60,66,63,37,16,17,8,6
0,0,0,0,7,13,11,2
22,17,24,35,0,0,0,0
0,1,2,2,1,0,0,0
4,7,5,1,7,7,8,2
10,5,11,8,13,20,23,5
17,40,38,54,11,14,17,0
6,6,3,8,0,0,0,0
26,29,38,5,17,33,28,21
46,49,55,49,16,14,15,6
0,0,0,0,16,9,14,42
0,0,0,0,30,36,31,103
0,1,1,1,0,0,1,0
0,0,0,0,7,1,9,0
0,0,0,0,1,0,1,1
43,45,62,38,0,0,1,0
13,11,6,7,124,118,97,86
6,2,6,2,0,0,0,0
2,1,2,2,7,4,5,0
19,9,14,16,11,18,9,12
4,6,2,1,71,83,60,105
18,23,15,25,28,29,25,17
4,6,8,0,31,36,28,50
0,0,0,0,34,25,25,17
10,19,27,48,14,12,23,27
2,11,5,7,5,4,3,2
1,3,3,4,30,35,30,14
3,4,7,4,18,20,26,29
1,1,1,1,14,4,13,18
0,0,0,0,0,0,0,0
83,65,123,51,12,6,6,0
0,0,1,2,0,0,0,0
13,8,14,11,12,3,17,0
6,9,9,4,10,11,5,7
0,0,0,0,49,55,51,5
0,0,0,0,0,0,0,1
13,15,23,50,25,33,37,10
7,9,6,8,4,5,6,6
25,30,16,7,0,0,0,0
3,6,4,3,17,9,11,13
39,51,35,27,1,1,1,2
0,0,0,0,36,34,34,41
5,8,10,2,12,15,11,14
55,39,41,35,5,5,8,3
17,29,29,11,0,2,0,5
27,26,24,40,0,0,0,0
0,0,0,0,7,11,11,3
4,2,1,3,46,35,42,9
5,9,10,0,0,0,1,2
0,1,2,0,0,0,0,0
34,27,31,18,11,12,17,1
2,1,1,1,46,38,51,16
7,4,5,1,101,90,132,176
1,3,1,1,0,0,0,0
0,1,1,0,6,4,5,5
7,1,9,5,6,2,10,9
12,8,10,4,11,8,7,2
8,9,9,4,81,78,70,85
9,10,6,4,57,43,56,41
0,1,0,0,46,42,47,9
1,0,2,2,6,10,3,3
10,3,2,1,51,65,60,38
1,0,0,0,0,0,0,0
16,19,15,2,9,11,10,15
14,29,12,23,16,7,11,16
39,38,57,70,3,5,4,6
6,4,10,7,0,1,0,0
16,11,15,47,11,8,9,9
11,13,14,5,2,4,6,8
0,0,0,0,0,1,1,3
8,3,6,9,0,3,4,0
6,10,1,2,2,0,0,0
7,10,12,3,21,28,19,22
2,6,5,3,1,1,1,0
48,55,50,114,56,79,46,56
21,10,11,39,36,35,42,13
29,14,25,16,0,0,0,0
27,36,31,55,19,10,13,5
9,13,9,11,41,34,50,25
11,18,11,18,40,45,40,9
1,3,4,2,41,45,51,5
0,1,0,0,0,0,1,0
18,16,8,10,4,7,2,0
0,0,0,0,18,8,11,26
23,27,19,11,0,0,0,0
4,1,1,3,2,1,2,0
25,22,18,14,0,0,1,1
0,0,1,0,24,16,16,1
1,3,0,0,1,0,5,0
11,4,13,8,0,0,0,0
26,23,23,41,9,7,5,4
11,11,8,10,16,14,13,3
0,0,0,0,63,56,88,20
6,12,8,12,1,0,2,0
17,22,15,24,7,13,6,2
1,2,1,5,3,0,0,1
1,5,3,0,21,17,9,26
36,45,63,14,0,0,0,0
0,0,0,0,21,32,20,19
21,23,21,23,4,4,5,1
0,0,0,0,1,2,2,1
16,19,22,10,2,1,0,1
4,3,5,0,1,1,0,5
0,0,0,0,3,3,1,4
23,27,15,21,6,5,1,5
0,0,0,0,1,0,2,1
3,3,2,0,0,0,0,0
22,17,25,6,4,4,2,2
6,1,5,2,0,0,0,0
39,35,30,11,7,6,10,1
0,3,2,8,4,7,3,0
35,26,39,21,12,17,16,7
1,0,0,0,21,21,17,13
0,0,0,0,3,6,5,1
35,34,30,108,25,15,25,33
19,15,21,11,24,16,20,13
0,0,0,1,11,14,10,6
9,10,8,6,13,9,5,28
4,4,7,2,0,0,0,0
9,11,17,47,0,1,0,0
3,1,4,0,4,3,3,0
83,78,79,47,17,29,20,16
8,8,11,8,99,113,152,130
7,10,6,11,6,5,4,7
10,19,7,6,29,29,29,17
0,0,0,0,9,7,6,14
0,0,0,0,14,22,13,2
0,0,0,0,19,14,22,20
9,18,13,9,4,6,4,17
5,6,3,9,66,67,53,148
1,1,0,0,4,3,1,2
6,11,7,11,16,21,25,13
4,6,1,9,12,11,8,5
114,117,83,46,4,3,3,11
11,14,11,8,3,2,2,0
41,44,52,27,0,0,0,0
0,1,0,1,3,3,0,0
59,55,81,71,48,53,54,33
0,1,2,0,27,18,24,22
29,28,32,41,0,0,0,0
0,0,0,0,5,7,13,3
50,45,52,161,23,17,23,29
5,3,1,2,18,22,26,7
7,3,6,8,25,18,22,15
16,21,23,19,0,0,0,0
0,0,0,0,24,30,26,32
36,24,33,20,17,8,9,4
66,56,78,45,15,14,15,7
16,7,10,13,2,3,1,6
0,0,0,0,55,51,41,38
4,5,5,0,8,4,2,5
2,5,11,3,0,0,0,0
22,28,15,8,26,22,20,19
15,10,18,5,0,0,0,0
46,36,51,39,9,8,7,11
38,38,33,1,4,14,6,7
0,2,3,3,0,0,0,0
37,30,27,32,1,0,5,5
21,20,21,20,6,4,7,12
0,3,0,3,18,15,26,3
1,1,0,2,17,19,13,9
25,27,28,67,0,0,0,0
9,8,10,15,0,3,0,1
0,0,0,0,11,20,21,11
2,1,0,0,0,0,0,0
1,0,2,0,8,11,8,19
21,21,20,6,0,0,0,0
20,11,15,7,3,0,0,0
22,22,38,20,9,6,14,45
20,8,19,21,48,47,33,15
0,0,0,0,7,5,7,1
0,2,1,5,8,5,7,2
0,0,0,0,1,2,2,0
2,1,4,1,21,26,22,12
11,12,8,1,2,1,2,1
1,0,3,1,5,4,5,0
52,66,55,67,4,2,1,8
43,38,45,9,18,15,8,2
15,12,21,1,38,27,50,11
0,2,1,1,27,25,34,24
52,48,18,27,13,14,17,0
13,8,12,4,28,25,28,7
20,38,15,11,12,6,14,16
4,0,2,4,14,10,12,20
3,2,0,2,7,8,4,7
1,3,3,0,3,4,0,1
18,13,19,3,0,0,0,0
19,15,17,62,41,40,59,63
6,8,8,1,17,20,20,18
21,19,18,44,7,13,9,4
29,41,41,39,10,25,18,43
19,15,13,6,10,7,6,10
51,40,44,35,13,14,13,9
2,4,0,5,48,52,43,90
4,12,7,21,3,6,2,3
52,42,43,39,10,13,10,18
9,12,14,0,7,7,10,26
0,0,0,0,0,0,0,0
4,7,13,11,17,17,18,8
4,3,0,5,0,0,0,0
2,7,7,2,19,15,30,3
5,2,3,4,44,31,41,46
3,3,3,3,0,0,0,0
7,6,5,7,29,40,24,68
8,6,8,14,8,8,11,30
16,6,13,1,27,21,29,9
22,15,14,5,19,23,27,19
44,52,37,19,1,1,1,1
45,30,47,52,0,0,0,0
8,7,5,3,0,0,0,0
91,102,93,22,4,7,2,0
10,6,9,4,11,14,12,5
16,8,5,2,1,1,2,1
6,7,1,0,0,0,0,0
6,7,7,3,1,1,4,0
3,3,5,5,0,0,0,0
2,2,1,0,10,7,7,20
7,2,1,2,86,73,76,17
39,38,45,15,9,5,6,2
97,123,70,15,0,0,0,0
10,14,16,0,3,2,3,6
6,8,4,9,2,3,1,2
20,25,18,40,26,21,24,2
19,19,23,15,30,36,41,22
5,5,5,3,10,0,8,6
6,5,8,14,0,0,0,1
0,2,1,0,3,1,5,2
12,11,11,8,35,22,20,4
3,4,2,5,35,32,38,24
25,16,23,39,14,22,31,7
0,0,0,0,1,4,3,1
0,0,0,0,0,0,1,0
10,16,11,20,3,3,5,5
25,25,29,25,1,2,0,1
0,0,0,0,13,12,14,15
9,8,8,32,97,80,88,30
4,1,3,4,12,9,3,4
6,10,5,6,3,2,2,0
0,1,1,0,7,2,9,0
28,29,33,184,7,4,8,4
2,3,2,29,2,2,1,0
5,3,6,0,0,2,1,4
30,21,23,18,0,0,0,0
13,14,9,2,15,20,20,6
2,1,3,4,1,1,0,0
0,0,0,0,15,15,11,4
2,0,3,0,9,4,9,0
4,3,2,5,10,10,4,7
12,4,12,0,0,0,0,0
1,2,0,0,0,2,1,0
27,24,32,23,7,8,23,7
29,25,24,14,1,5,4,1
4,3,6,4,4,2,0,2
0,0,0,0,25,37,39,55
20,16,15,8,25,25,32,33
12,32,22,32,2,4,1,1
1,0,2,3,3,6,5,4
4,4,4,10,21,21,31,9
2,6,2,0,0,0,0,0
12,20,15,24,1,1,1,1
5,7,5,0,14,12,8,10
0,0,0,0,0,1,1,5
12,13,10,15,25,18,18,24
1,0,2,2,13,6,21,17
16,17,16,8,5,2,2,6
27,26,26,6,0,1,0,0
0,2,3,11,96,94,111,54
14,14,12,18,7,18,13,8
37,36,36,53,0,0,0,0
2,0,0,2,0,0,0,0
69,77,94,61,1,3,4,5
34,26,28,22,51,46,57,37
2,4,3,2,23,16,24,25
21,25,11,3,1,1,4,6
0,0,0,0,15,14,23,79
30,30,27,15,0,0,0,0
83,76,78,76,1,2,4,1
0,0,0,0,0,0,1,2
12,15,18,9,0,0,0,0
13,18,20,7,4,4,4,7
23,23,27,14,94,49,82,153
2,1,1,4,27,16,30,86
8,9,7,5,8,18,23,8
5,4,6,2,39,31,36,53
62,63,45,48,10,10,9,8
9,4,6,24,15,10,5,3
10,20,13,0,14,10,5,21
21,23,25,15,7,8,2,4
7,10,9,7,0,0,0,0
0,0,0,0,0,0,0,0
4,13,13,5,0,0,0,0
0,0,0,0,49,52,47,50
56,55,47,26,9,16,14,15
30,20,31,31,31,25,26,13
45,42,39,105,57,50,55,41
0,0,0,0,0,0,0,0
8,9,8,11,0,0,0,0
7,9,8,9,38,39,33,158
2,2,3,0,41,46,54,97
4,0,1,8,20,9,19,33
8,6,9,15,0,0,0,0
0,0,1,0,31,42,45,30
0,2,0,0,17,21,17,6
5,8,5,0,69,63,73,61
59,46,59,91,4,7,6,0
44,51,87,200,0,0,0,0
2,6,0,9,52,51,36,102
10,22,8,5,8,8,9,16
25,18,22,7,0,0,4,5
27,29,27,52,12,18,17,8
4,3,11,6,0,0,0,0
7,5,5,2,16,29,21,12
1,9,6,2,2,2,1,1
0,0,1,1,105,84,101,12
3,2,1,1,5,10,1,8
13,10,15,9,9,11,9,18
50,36,43,98,1,1,3,1
45,49,43,47,5,6,4,3
0,0,0,0,2,0,1,0
16,25,23,4,45,63,36,62
2,3,2,3,1,0,1,0
0,0,0,0,93,73,116,82
0,0,0,0,29,24,43,7
8,5,3,14,0,0,0,0
8,5,4,0,1,1,1,0
1,0,1,0,1,1,2,2
97,99,101,101,31,38,47,69
3,5,4,2,23,16,29,18
3,2,0,0,2,3,3,4
5,9,9,1,12,8,6,22
16,16,15,4,1,3,2,3
1,2,2,7,14,16,15,7
26,26,25,25,2,0,0,9
37,29,30,12,21,18,24,17
78,103,73,50,1,0,3,4
52,54,38,3,1,0,0,0
4,3,7,1,1,1,2,1
21,22,20,54,19,15,21,8
5,4,9,1,3,1,1,1
3,4,0,4,20,12,8,19
2,5,0,1,14,3,9,11
23,12,22,4,29,35,40,36
12,7,14,13,24,32,43,9
6,4,6,1,1,1,2,3
6,2,6,2,73,78,50,48
54,66,37,33,97,86,96,110
0,0,0,0,5,6,7,2
0,0,0,0,63,58,78,49
0,0,0,0,46,43,34,89
10,8,14,6,0,0,0,0
21,7,18,22,9,12,11,4
24,38,26,28,5,2,5,1
1,1,3,4,5,4,3,9
20,23,21,4,0,0,0,0
7,8,11,1,4,8,5,2
49,52,55,17,1,4,1,0
11,5,5,24,12,14,17,5
20,36,22,0,1,3,1,1
0,0,0,0,32,36,27,12
1,0,0,2,24,24,20,3
1,2,0,0,4,3,8,9
24,16,25,59,16,17,22,17
0,0,2,3,0,0,0,0
5,6,13,2,24,48,25,46
0,1,0,1,0,0,0,0
3,1,1,0,13,15,17,14
5,6,8,0,6,8,9,6
19,19,21,22,1,0,0,1
2,2,2,0,56,67,52,30
16,19,23,29,0,0,0,0
14,12,9,43,20,25,22,63
74,78,46,67,6,4,6,6
32,41,29,8,24,25,24,69
18,36,28,41,0,0,0,2
40,36,53,24,80,73,74,83
3,8,2,8,0,0,0,0
11,4,9,9,26,19,27,5
32,39,25,51,0,0,0,0
0,0,0,0,18,26,33,87
5,3,5,0,24,24,22,111
30,24,26,12,0,0,0,0
1,1,0,1,5,0,3,10
2,0,2,2,21,12,13,29
56,55,50,10,0,0,0,0
0,0,0,0,8,9,7,21
2,6,4,9,9,4,6,6
84,69,67,114,0,0,0,0
2,1,2,0,5,6,5,1
12,10,13,10,1,1,1,2
1,0,0,0,0,0,0,0
11,8,2,3,1,0,0,0
8,12,6,16,0,0,0,0
3,8,0,1,0,0,0,0
16,16,15,19,8,5,8,1
8,12,6,6,27,17,16,18
17,14,22,18,50,53,37,81
39,32,35,31,12,16,14,24
7,7,8,8,5,3,4,1
0,0,0,0,6,1,3,3
1,1,1,6,61,69,53,25
6,6,5,0,33,40,27,38
21,12,23,38,10,10,3,3
17,16,10,14,31,34,22,43
5,4,9,2,6,3,6,7
6,6,6,8,0,0,0,0
15,6,7,21,11,20,8,23
32,24,42,62,3,4,2,5
8,4,6,3,3,4,1,8
7,1,1,1,5,11,13,21
53,34,43,22,54,61,61,36
5,3,3,4,13,10,3,5
55,53,42,28,12,8,7,24
25,28,28,7,30,23,19,9
0,0,0,0,38,37,42,59
8,6,3,15,84,80,91,33
23,14,17,31,11,13,16,27
34,35,32,20,37,46,30,49
22,31,24,8,23,16,11,31
11,5,16,4,58,66,71,9
14,8,13,16,6,3,5,1
15,12,15,22,3,1,5,1
0,0,0,0,1,0,1,0
4,5,10,5,23,15,20,18
1,0,2,0,0,0,0,3
6,4,7,16,0,0,0,0
7,11,9,12,1,1,3,0
7,4,5,14,10,18,12,10
14,13,11,9,18,17,30,30
10,7,15,13,8,2,5,4
0,0,0,0,5,8,1,3
12,19,18,1,58,37,50,24
21,19,17,30,24,38,16,8
1,0,0,2,2,4,4,1
3,7,15,2,28,30,23,35
27,22,32,44,2,0,1,2
1,0,1,0,0,1,0,1
1,2,2,0,6,6,5,2
66,65,88,77,0,0,0,0
40,34,29,22,0,0,0,0
23,34,27,27,2,2,3,2
6,2,8,4,3,3,1,7
13,21,16,35,0,0,0,0
3,4,9,2,20,18,24,8
1,0,1,1,0,0,0,0
40,44,49,30,0,0,1,0
6,3,6,0,4,9,5,9
0,0,0,0,0,0,0,0
0,0,0,0,11,10,17,10
62,74,57,66,0,0,0,0
15,16,16,18,3,10,9,4
3,4,4,1,1,0,1,1
32,23,28,27,21,31,23,11
20,19,13,18,43,41,35,24
18,20,10,9,0,0,0,0
0,0,1,1,13,10,7,12
25,29,33,25,17,15,13,30
67,69,63,46,16,18,20,4
0,0,0,0,0,1,0,0
12,5,9,9,28,24,27,9
3,1,2,1,1,2,4,2
7,6,8,9,9,5,6,2
3,3,5,1,55,60,65,62
20,27,24,8,21,16,13,30
4,6,8,3,1,0,3,0
16,12,15,12,0,0,0,0
23,20,22,11,26,29,13,4
4,4,6,8,3,4,4,5
0,0,0,0,0,0,0,0
0,0,0,0,12,17,15,17
17,17,17,1,1,2,1,0
6,7,11,11,16,7,12,17
0,0,0,0,24,23,20,21
20,28,25,9,2,0,1,2
14,13,11,0,0,0,0,0
6,5,6,8,0,0,0,0
3,1,0,0,7,7,7,24
1,1,3,0,0,0,0,0
1,3,1,2,9,2,5,0
17,27,11,1,14,23,12,37
2,0,1,0,21,19,29,14
64,58,57,99,28,32,24,38
2,1,1,2,1,0,1,1
16,23,17,17,2,3,2,2
7,16,10,21,10,6,4,8
20,17,32,12,0,0,0,0
53,36,56,14,84,71,89,29
37,35,41,23,8,2,5,7
23,22,29,58,8,13,12,32
1,0,2,3,1,2,2,2
15,17,13,7,48,74,52,16
7,1,12,16,0,0,0,0
2,0,2,0,0,0,0,0
13,10,23,4,7,10,9,4
24,25,34,10,0,0,0,0
7,10,3,10,31,31,27,16
2,0,0,0,41,26,34,50
168,183,177,70,46,35,42,42
12,14,12,7,5,7,0,9
69,84,112,63,64,67,64,10
0,0,0,0,18,15,13,18
33,34,43,17,2,5,2,1
0,3,1,0,0,0,0,0
18,15,15,36,49,63,60,6
1,5,1,1,11,6,9,14
126,183,121,321,55,82,41,69
46,39,43,12,32,29,39,43
18,13,8,2,5,5,9,2
35,25,21,15,1,0,2,3
0,2,0,1,8,18,12,1
12,5,8,8,4,1,4,8
3,3,4,5,6,8,6,2
6,4,6,3,7,8,7,2
0,0,0,0,33,40,39,33
45,50,49,35,2,1,6,4
3,3,2,2,0,0,0,0
0,0,0,0,7,4,9,9
52,54,46,85,15,12,21,35
0,0,0,0,2,2,1,3
0,0,0,0,0,0,0,0
27,18,21,28,2,4,3,4
26,36,38,3,0,0,0,0
0,0,1,1,0,0,1,0
0,0,0,0,10,16,11,14
23,15,29,14,4,4,4,1
0,0,1,0,15,16,21,30
8,2,5,4,29,28,22,44
0,0,0,0,5,7,7,5
71,73,90,176,15,17,15,9
74,106,108,61,1,1,0,2
3,1,0,2,8,3,7,6
2,1,1,2,0,0,0,0
32,23,22,13,2,1,3,1
4,8,5,10,38,37,29,26
14,10,10,13,65,57,46,76
2,9,6,2,0,0,0,0
5,6,13,5,9,6,11,19
5,7,8,20,12,7,7,17
0,0,0,0,0,0,0,0
5,7,8,3,2,0,1,0
0,0,0,0,0,0,0,0
26,42,31,42,32,27,32,47
10,2,8,3,21,17,21,18
0,0,0,4,36,28,46,9
7,1,2,2,0,0,0,0
7,7,6,0,40,39,47,21
7,5,3,6,4,1,2,1
0,0,0,0,2,0,2,2
5,3,0,1,26,28,25,28
9,6,9,10,2,3,4,4
0,0,0,0,1,0,0,0
6,7,7,4,9,13,11,9
0,0,0,0,6,4,6,3
0,0,0,0,0,0,0,0
7,8,13,5,6,8,2,4
3,1,4,2,102,85,76,82
16,10,21,15,0,0,0,0
12,21,15,19,3,2,4,0
0,0,0,0,46,41,29,9
25,20,31,5,23,17,15,6
6,8,4,8,3,4,8,12
46,44,29,36,17,14,7,13
50,55,64,75,0,0,0,0
6,13,8,20,11,8,7,8
0,3,4,6,25,14,20,23
47,40,31,24,25,22,18,32
0,0,1,0,0,0,1,0
0,0,0,0,0,0,0,2
43,51,39,14,0,4,0,1
0,0,0,0,31,21,21,33
0,0,0,0,2,1,8,3
13,8,7,9,12,15,8,13
15,5,10,8,0,0,0,0
0,0,0,0,33,33,31,30
7,5,4,13,17,22,14,9
14,17,14,12,17,15,15,5
40,40,49,53,13,7,22,18
27,27,21,39,16,10,12,1
74,70,78,14,3,3,4,8
37,25,42,15,0,1,2,2
0,0,0,0,0,1,0,2
88,91,82,59,14,23,21,14
10,24,10,9,7,2,9,8
7,7,8,17,1,0,3,1
38,43,23,28,53,64,66,83
9,11,11,14,0,0,2,1
23,25,18,30,32,21,27,8
0,0,0,0,12,18,16,26
0,0,0,0,10,6,5,5
0,0,0,0,7,7,9,16
9,16,20,20,3,0,1,1
69,73,59,107,0,0,0,2
0,1,0,0,44,53,40,41
0,0,0,0,0,0,0,0
0,0,0,0,12,17,15,11
19,18,21,48,12,12,14,9
2,0,0,2,8,8,10,2
1,1,0,0,19,20,13,13
32,26,43,29,3,1,2,2
39,28,34,57,49,45,51,41
142,145,139,180,1,2,4,1
7,4,11,4,1,5,4,1
0,0,0,0,0,0,1,0
8,10,4,25,17,30,10,37
7,8,7,17,9,1,7,6
0,0,0,0,58,38,53,56
2,1,2,3,8,6,7,18
3,0,3,1,36,25,36,11
1,1,1,7,4,1,5,2
2,1,2,0,0,1,1,1
6,5,2,23,0,0,0,0
40,35,41,31,69,85,72,14
0,0,0,0,4,7,10,3
5,5,8,8,69,72,63,47
6,8,5,0,56,43,55,82
0,0,0,0,6,6,3,7
4,2,2,1,0,0,0,0
3,1,6,0,0,0,0,0
1,0,0,0,6,6,6,12
18,12,20,13,7,8,15,22
12,5,8,12,0,0,0,0
0,0,0,0,26,18,20,22
0,0,0,1,9,17,5,26
10,7,9,8,0,0,0,0
14,22,18,23,9,22,17,17
2,0,0,0,6,5,4,11
55,49,71,26,35,42,40,70
0,0,0,0,42,32,58,54
23,15,18,7,62,65,78,118
1,2,1,1,8,3,5,10
42,40,26,24,40,26,36,23
71,63,64,63,48,41,41,38
1,1,0,0,0,0,0,0
0,0,0,0,17,9,11,4
0,0,0,0,34,32,29,20
19,21,24,9,2,2,3,1
3,13,4,7,26,20,29,4
0,0,0,0,10,4,8,10
6,10,10,14,0,0,0,0
37,35,32,5,2,8,2,2
13,15,11,12,0,0,0,0
1,0,0,1,6,2,5,4
32,28,31,3,12,6,18,16
5,1,3,2,1,2,4,1
6,7,7,23,0,0,0,0
0,0,1,0,2,2,1,0
48,44,39,4,15,16,19,5
6,3,7,3,45,41,49,69
0,0,0,0,9,4,10,7
5,1,2,1,10,8,13,8
30,26,16,12,1,4,2,3
29,17,19,31,9,18,10,10
1,0,0,0,11,17,10,14
11,22,18,1,0,0,0,0
0,0,0,0,1,0,3,0
37,44,40,40,0,0,0,0
0,0,2,0,7,11,13,7
41,40,39,4,16,14,17,9
0,0,0,0,4,4,2,13
0,0,0,0,5,6,6,2
6,0,6,9,5,9,8,14
0,1,1,0,2,4,2,9
0,0,0,0,0,0,0,0
1,2,1,2,22,19,33,10
4,4,9,1,75,61,71,51
0,2,1,1,0,0,0,0
33,22,34,52,1,2,2,0
2,2,4,0,10,9,11,0
0,2,2,0,37,38,16,75
28,20,31,42,35,66,51,33
41,40,41,13,7,8,6,3
14,24,13,4,37,38,36,33
2,2,1,5,86,62,66,11
12,7,8,16,50,47,45,51
64,69,68,203,63,38,65,31
15,27,39,18,17,23,17,15
22,17,17,24,9,6,1,4
1,0,1,0,9,6,8,5
0,0,0,0,15,13,13,7
13,16,10,2,0,0,0,0
32,27,35,33,12,12,5,5
35,37,33,102,86,85,76,50
1,2,6,1,0,0,0,3
0,0,0,0,24,28,29,13
21,28,23,36,13,15,11,16
1,2,2,1,0,0,0,0
0,0,0,0,128,134,157,33
30,18,23,19,44,30,42,6
64,55,72,63,8,10,10,28
100,114,93,24,17,12,9,14
0,0,0,2,2,2,6,0
7,16,18,4,21,13,15,18
0,0,2,1,0,0,0,0
18,23,21,19,22,26,20,18
12,8,6,0,17,30,22,28
18,12,23,22,20,19,20,25
52,45,36,7,31,35,40,29
0,0,0,0,7,2,7,2
8,3,5,6,38,36,34,14
2,3,1,2,16,19,13,3
36,37,36,22,11,15,19,2
6,6,2,4,19,21,14,98
0,0,0,0,22,27,34,40
0,0,0,0,6,6,9,17
0,0,0,0,4,9,4,7
7,6,8,7,0,0,0,0
7,6,6,0,0,0,0,0
22,11,16,15,10,6,7,0
0,0,0,0,16,14,14,9
6,4,8,1,19,18,17,37
0,0,0,0,1,3,2,3
6,15,7,4,11,10,8,1
0,0,0,0,107,104,107,123
44,45,48,69,8,7,8,13
2,1,2,0,137,166,109,142
13,13,9,6,60,52,42,38
0,0,0,0,48,39,49,54
25,36,33,33,0,0,0,0
21,13,16,2,9,3,3,5
13,12,7,24,4,3,4,9
4,3,5,5,0,0,0,0
1,1,1,0,25,36,24,5
31,26,30,12,0,0,0,0
16,9,7,1,45,53,49,78
4,3,6,3,4,6,1,0
56,38,55,5,0,0,0,0
5,3,1,6,3,2,1,2
34,30,44,10,0,0,0,0
8,4,10,2,29,38,17,9
75,97,61,163,18,23,27,22
9,10,17,14,3,10,3,0
5,5,12,4,3,1,4,1
4,5,8,12,61,81,72,34
33,43,45,16,9,4,10,10
18,17,32,10,2,1,1,1
8,4,5,10,8,8,10,9
0,0,0,0,82,81,64,15
6,8,9,7,0,0,0,0
44,45,36,12,35,43,29,26
2,1,0,1,3,5,3,0
27,34,26,27,98,69,100,32
112,124,116,59,25,36,24,19
8,7,7,5,13,14,11,12
26,25,27,15,1,1,4,1
0,0,0,0,2,2,1,4
23,16,23,7,8,7,13,3
8,7,6,14,4,1,2,1
0,0,0,0,8,5,1,5
2,5,2,1,2,9,7,7
7,20,10,21,4,1,4,2
8,8,12,3,11,6,9,15
9,5,3,12,19,24,8,41
0,0,0,0,0,0,0,0
6,8,4,6,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,101,89,98,78
0,0,0,0,5,0,3,2
0,0,0,0,7,5,7,3
3,6,5,4,13,13,23,16
9,14,16,12,4,3,7,3
8,10,9,13,13,10,16,9
0,0,0,0,0,0,0,0
6,8,9,8,12,15,10,3
24,34,22,27,25,32,25,30
0,0,0,0,0,3,2,0
0,0,0,0,1,3,4,7
4,4,2,1,1,1,1,0
8,5,2,4,0,1,0,2
0,0,0,0,29,31,23,30
3,3,1,0,0,1,0,0
3,6,5,7,30,15,33,20
3,4,2,8,13,16,10,13
39,39,43,64,10,12,4,0
12,5,6,5,2,0,0,1
1,1,0,2,4,3,1,2
16,9,9,13,0,0,0,0
38,45,36,12,20,25,27,43
5,5,4,2,13,7,17,1
0,1,6,0,0,0,0,0
1,1,2,1,26,25,27,30
0,0,0,0,15,17,12,3
23,24,28,87,4,8,13,3
28,22,38,26,0,0,1,0
12,16,20,20,12,17,12,6
33,45,23,79,0,1,0,0
7,11,3,5,41,41,53,7
8,4,8,1,0,0,0,0
83,85,75,88,5,3,2,2
28,19,16,0,6,7,3,1
