"sim1_repl1_before","sim1_repl1_after","sim1_repl2_before","sim1_repl2_after"
2394,2586,3127,2145
3776,2046,5325,3531
3232,1366,2952,1443
3457,2296,4498,3422
1629,1223,2385,810
533,212,881,334
810,217,1070,1170
2220,1859,2706,2375
121,25,192,91
3903,1470,4927,1792
3689,3713,5223,1112
2476,1683,2531,1528
674,479,852,343
2846,916,2990,2600
1845,579,1982,570
900,431,1389,510
1285,804,1581,520
1870,1659,2058,2718
1765,2914,1909,4214
2115,4589,2049,1509
1267,1787,1227,2721
1956,1658,2573,1230
1042,1349,1368,2135
632,587,685,824
1009,377,1259,1543
2097,5009,2328,2092
1423,1396,1728,2090
2271,2189,3050,1248
3061,1692,3847,6426
786,494,942,764
765,374,882,1185
1462,1117,1766,2772
1673,3087,1382,1394
2874,1940,3449,4727
1126,368,1421,1013
3995,4123,4315,4195
978,892,1429,1006
2036,5145,2137,1967
1175,1135,1938,1143
3479,2697,4325,4786
424,360,194,208
2232,1882,2808,2556
1189,1182,1519,2909
2379,3585,2601,3122
768,1471,982,1012
1006,1070,1408,1367
1433,1666,1501,1187
805,496,1056,1175
363,540,613,950
2607,1056,2930,3588
638,1785,759,224
45,4,183,182
3443,2745,4393,4686
2190,2905,2559,1884
3679,5740,4498,5293
221,296,337,403
201,262,340,465
4924,9287,5323,6664
1638,1667,2125,1647
892,550,1510,829
1625,3357,1958,1930
2159,1958,2842,3708
1104,1634,1526,1068
1874,1582,1821,1264
445,845,921,1104
2011,886,1921,3888
2170,2112,2953,4375
975,1660,1198,629
823,929,678,505
2094,3496,2656,3238
1741,1629,1864,2614
1628,1625,1668,1638
1682,3201,2210,1553
1087,1569,1563,1385
604,665,661,1025
1413,2269,1579,1313
1054,659,1570,1350
975,1294,1235,1586
2518,1903,3262,1719
908,709,1222,1638
4187,3111,5191,1078
2231,2813,2261,1090
725,673,1148,1310
2946,3728,3619,3902
1519,2286,1888,1850
3464,2685,3896,4887
1081,964,1267,547
2647,4311,3529,3077
1438,1020,1601,434
2909,7360,3397,3078
1372,1545,2106,1569
2043,3164,2795,1686
341,321,519,581
3292,2682,5105,2997
624,524,1227,937
2695,6039,3566,5830
2976,4287,3419,5942
1605,2986,1423,923
2359,4928,2454,1939
1539,2012,2619,3513
1089,636,1288,1618
1213,897,1682,3819
2875,6212,3251,3900
780,1044,1016,367
822,1970,924,694
414,377,364,379
1171,1789,1422,2454
4109,4589,4485,3138
756,846,1314,875
1577,527,1988,2591
1373,2872,2086,2707
1556,572,1892,1093
419,481,519,612
1416,1773,1383,1204
513,275,676,359
947,842,796,446
2346,6433,2407,2860
375,385,258,560
8575,8259,9971,4285
1128,1677,1667,1687
1472,2007,1221,799
2093,1301,2435,1995
1502,1658,1896,1239
2115,1856,2776,1933
705,951,778,692
1822,5056,2693,2325
2834,2120,3337,2133
1122,1715,1262,1224
509,660,905,975
3059,4238,3573,3531
731,1312,1104,1539
481,702,809,277
4404,3129,4932,2986
842,822,1473,459
696,998,1046,1407
2053,2277,2089,1104
2121,330,2412,3307
6908,5785,8089,7017
812,889,890,904
2020,1518,2920,4412
2077,2585,2955,2831
3775,4072,4530,1356
589,288,565,802
769,835,896,1156
1402,1403,1811,2609
615,455,620,1393
2519,2589,2752,1372
1807,1732,2093,1929
1744,985,2398,3373
2049,994,2683,1361
570,1098,971,537
1858,1466,2083,3360
1569,1919,1798,2422
1937,992,2194,2036
553,1033,732,415
2835,1933,2917,3087
1368,1506,2005,1751
3094,4424,2936,3823
2174,2462,2834,2545
3605,3155,4220,4761
622,955,971,1384
6164,7859,7475,9299
1530,1001,1540,2054
3173,5162,3982,5017
1408,1757,1275,1693
641,1535,1098,2169
1038,261,1333,2135
2609,5450,2937,3269
1153,1499,1747,1049
1111,1460,1560,2007
495,388,612,410
616,461,886,828
1960,2210,2184,4270
1602,1541,2237,3731
1665,2303,1970,2109
1779,1723,2136,4654
544,657,655,799
741,1025,443,511
1448,1302,1388,1281
4994,6440,4951,5417
991,1520,1237,1670
1660,4099,2222,1970
1956,2998,1968,1570
1652,1329,2454,2046
432,962,855,734
2379,2619,3236,3124
2073,591,2462,3217
1443,1680,2127,1695
1172,1001,1252,1042
1154,1204,1568,1317
1329,634,1543,2788
1039,992,1278,1227
890,1689,1338,1458
2799,3293,3388,4721
2399,2252,2917,1962
462,565,904,2102
3053,2950,3464,2414
1411,2447,1542,1968
991,1217,1337,3088
2534,2142,2521,2741
2239,2340,3274,2716
2708,2837,2676,3170
5934,4376,7720,21783
1629,2973,2026,4105
2396,2915,3040,2186
1269,1640,1828,2483
1130,1448,1596,2141
3234,6381,3513,3205
3087,1910,3934,4891
893,905,1459,1313
1495,1718,1416,1093
4032,4040,4932,6032
426,716,563,680
674,818,827,1423
1282,1857,1788,1370
2634,3897,3381,2424
2495,3663,3106,4397
2595,1572,2325,994
826,1485,1134,860
1741,3286,1755,2825
1334,1124,1389,397
2604,2896,3096,3068
772,647,1221,1151
2878,3180,4022,3581
1417,2024,1683,1203
2278,2917,2782,6679
3928,1347,4446,2640
1797,1412,1758,2669
808,1191,1091,647
1621,910,1707,1597
4000,4957,4859,2572
876,1494,1584,2746
2999,3004,3804,3845
2612,2333,3340,2610
2880,1087,2140,2968
808,1104,1136,2214
2538,1348,3054,5960
689,689,836,484
980,716,1193,464
256,200,482,469
1939,3207,2500,5513
1644,2079,2026,1810
3173,3670,4439,4975
4563,6841,4798,3122
1027,1472,1119,1296
761,350,654,300
446,264,743,1043
1008,1301,1090,441
1701,1945,1579,1129
343,462,438,326
2022,1218,2302,2319
814,1172,973,991
1194,1920,1516,1417
1813,2218,2172,2070
2125,1518,2208,2791
497,1192,741,1478
1364,905,1626,1234
3804,3366,4123,1559
4001,5101,4458,6685
941,798,1119,1292
1652,2566,2499,5440
1502,1680,1755,2627
2275,2545,2648,1765
422,511,296,419
1187,1263,1285,1146
2024,3174,2320,4583
2232,1752,2769,1849
1296,1616,1369,1353
1568,2735,2210,1916
706,945,575,1014
3628,4219,3621,3059
3356,3314,4163,4840
758,1151,1284,406
1853,2616,2056,2086
855,580,736,737
3013,3301,4083,2446
775,646,851,677
1044,358,1332,2238
3207,1977,3478,7565
1186,1996,1604,2666
1655,2391,2050,2104
1148,924,1477,966
5055,4632,5905,7112
1557,805,1706,995
2781,3888,3948,2074
921,627,987,2351
907,1197,884,646
644,1012,839,1596
3303,3387,3150,2177
1091,943,1157,1235
441,549,745,1199
977,875,1046,851
1451,1248,1504,937
751,1807,817,765
799,1595,599,1268
893,897,1318,1243
1912,2246,1950,3833
1277,1845,1363,883
1190,811,1902,1858
295,317,442,551
1026,1533,1371,2882
1807,3309,2027,3525
1107,1581,1414,2018
2471,6280,2140,3216
1616,2181,1734,1356
2723,4079,2909,4479
810,1384,1144,970
1477,2138,1848,2729
1091,466,1089,1284
3168,1999,3150,2662
704,778,1199,1689
678,797,1035,1417
1778,1439,2069,1485
1316,2007,1889,1196
2830,2956,3403,9098
1827,2169,2279,882
1776,2835,2059,2529
1012,996,1576,1277
798,586,755,982
1857,2068,1662,2284
3460,1592,3821,2136
910,1421,1002,1990
1778,1322,2143,3211
1770,1832,1849,2636
864,1192,594,828
711,981,835,742
1050,2184,1067,1377
537,519,465,432
441,668,496,740
2060,776,3022,2512
3785,5895,4434,8495
1858,1614,2397,1729
934,769,1188,977
756,543,771,366
2745,4571,3345,2224
1699,632,1924,2493
274,469,329,451
714,1101,669,400
2677,2580,3236,4677
881,1326,825,743
1520,1943,1998,2183
331,575,565,636
548,1291,913,1642
2378,2590,2663,3510
1914,2075,2884,3567
2280,4214,2865,1323
1500,1644,1460,1455
499,842,623,884
277,430,567,448
1580,1849,1953,1022
342,153,425,673
773,230,939,1253
1828,2019,2638,5068
1489,2487,1938,990
1578,2448,1953,1423
940,2555,1693,2368
1571,2511,1999,1915
2565,1910,2828,3809
2085,2761,3115,6749
623,505,632,517
1503,1689,1611,3132
1601,1850,2425,1323
2601,2470,3320,7591
1822,1479,1898,2550
2737,5881,2926,2086
1445,476,2290,4328
1608,2382,1388,1582
744,431,1178,1752
3113,4184,4253,5887
1221,1567,1604,1731
1362,1484,1365,1176
1735,1740,2034,1503
918,777,865,1497
1005,2002,1194,806
1079,1343,1457,1575
938,567,1268,1455
607,239,930,1211
3108,5825,3839,5168
1424,1310,1800,1460
2486,6554,2951,3074
357,346,693,1115
336,366,407,332
2258,847,2615,4287
3004,2792,3390,7192
1412,2285,1810,1764
1986,3783,1786,2627
2150,2812,2636,3510
857,1718,1476,2166
941,1504,1213,787
1007,206,811,678
1166,1178,1461,1296
1118,605,1521,1516
1371,603,1551,1929
762,322,1262,687
1347,754,1843,2748
2308,1553,2155,1596
1103,1311,2016,3602
979,2315,822,1824
2194,3344,3406,923
455,601,468,305
1660,2926,2100,1750
1697,1465,1998,3077
467,359,490,379
2178,1767,2900,3473
2429,2320,2321,1989
1172,1937,1135,1875
2006,1566,2062,3547
399,479,614,254
674,1061,835,811
716,720,1062,1232
2763,2757,3894,4153
1899,1603,2929,1861
2178,2743,2812,3320
1781,1523,2593,2304
1192,1120,1555,701
749,847,977,1288
1563,1171,2047,1279
4509,11403,4585,2951
1713,2016,2631,3889
2063,1722,2839,2859
1679,1045,2054,3430
3586,2041,4021,6332
1496,1570,1957,1714
785,828,997,2191
235,243,280,510
597,456,1031,1246
411,602,381,879
4744,6448,5482,8200
1411,2287,1375,989
747,883,1134,1617
1830,3164,2913,2897
755,508,1079,1575
500,1073,1136,1034
3780,3343,4647,2432
91,48,93,126
1444,2020,1362,755
1482,1050,1695,2698
2713,3089,3898,2756
1711,1407,1518,1584
1454,2315,1488,2423
1588,1975,2327,2906
2204,1550,1807,1565
1278,1056,1452,844
2716,2315,2999,2524
1053,662,1166,1124
2061,2250,2125,2233
773,626,822,1688
779,930,731,492
1273,1112,1250,2750
4806,7369,5136,2659
545,467,892,1312
433,698,929,953
410,349,562,473
1269,1615,1518,3628
1452,2529,1651,1049
3448,3949,3921,4889
1000,1148,1315,2901
1153,1398,1806,2087
4030,4024,5220,5487
577,392,632,149
1183,1740,1698,1699
1771,1518,2779,2251
1074,1179,2132,1669
743,1620,851,933
1292,1919,1038,1314
1495,2021,1866,1157
1298,1906,1734,1332
1068,1327,1201,1866
1320,2008,2220,1769
2030,3034,1794,1785
1761,547,2072,2994
1459,1271,1607,1719
1357,1806,1954,1277
991,1729,821,691
1447,716,1908,2024
2782,4145,3277,3696
928,541,1145,771
480,568,1078,922
3754,4834,4896,6150
661,723,920,1260
2180,1823,3045,2598
947,2121,1098,2383
782,1049,1167,1998
3151,1744,3910,6218
1143,1178,1346,586
944,808,643,746
2593,3111,3440,7574
1055,2285,1583,1395
374,702,775,575
2386,3850,3096,3503
3833,5485,4767,5407
401,192,430,494
4774,4457,5626,3839
1798,2901,1830,2475
1044,1098,1707,1228
1142,3205,1519,2238
779,1312,838,279
4289,3278,5989,8887
781,926,804,956
1389,1140,2247,1009
2780,2827,3966,1607
2452,1832,2658,5592
2278,3889,2651,2547
2569,4456,2701,3013
373,396,381,412
340,205,340,1085
608,418,592,1158
1781,1841,1809,1576
1476,853,1911,786
3584,5570,4297,2315
2798,2337,3198,2288
590,558,269,242
1786,2999,2774,5442
1702,2631,2202,1078
1875,396,1953,3365
464,364,518,213
2119,4724,2883,4559
551,902,650,605
1463,2401,1754,1093
1988,3792,2709,1957
435,615,741,167
2769,6139,3529,7330
965,951,1354,1511
2168,6231,2733,5065
2761,2124,2733,1827
1090,1224,1433,697
3209,3050,4432,2682
684,1051,1076,862
1167,887,1783,1918
1542,696,1383,1669
434,745,302,352
2660,4280,3561,3278
1970,3619,2155,1614
690,757,1865,3225
2428,2188,3001,1787
1118,1477,1718,2028
4235,4147,4451,3591
4952,4961,6177,15045
2057,750,2201,3950
3261,3915,5290,6961
414,860,580,820
1925,1289,1655,1469
594,876,817,1557
961,2228,1437,2194
954,831,883,1286
2136,4668,2818,3100
3065,1151,3536,5972
4349,1732,5648,3042
661,602,970,459
1145,1826,980,1858
2584,3562,2883,1877
941,985,1202,1201
2998,3611,3718,5865
1341,1764,1979,1429
501,860,436,323
543,1410,464,467
2676,3204,3373,6611
6640,11635,8115,7083
1258,689,819,1083
2231,4382,2958,3236
915,1123,1125,1519
1055,1550,1530,1175
1961,657,2718,4818
455,866,347,788
2358,2533,2865,4102
723,518,1184,560
1848,201,1671,1788
1156,1562,1669,1024
2169,4793,2681,3027
1882,3773,1720,3531
2290,3714,2734,3174
153,175,283,321
1686,1409,1685,816
2496,1688,3034,3039
1225,1353,1724,1589
574,678,671,651
1073,1858,1725,1311
3160,4308,3790,3371
1134,1986,1339,573
1074,889,850,1208
4511,4837,5844,5189
634,1179,825,1165
2678,1621,3443,2489
1041,1849,1128,691
829,1388,1013,1789
591,914,683,834
1744,2657,2040,1773
1077,1403,1540,3424
593,282,695,1334
1094,1691,1477,1507
1136,1870,1394,1677
1749,1008,2661,2827
208,719,96,174
1463,1043,1739,2077
1824,1844,3014,2546
2028,2051,2115,2797
2487,2590,2661,4603
2999,4993,4245,11000
1881,1952,2271,3066
785,423,1430,3056
887,860,1093,1416
915,1511,1376,1391
1140,3056,1714,1247
805,694,1129,758
408,599,685,516
1398,1204,1829,2660
267,529,370,377
1467,2370,2504,3195
560,548,397,468
1845,1817,1859,1066
3490,1760,3692,4114
1721,1084,2795,3862
1403,1612,1607,2565
1733,2905,1838,1203
281,209,343,632
1305,812,1637,968
1203,1232,1195,1225
4684,7797,6132,7375
1965,1947,1676,622
528,895,876,1748
1090,474,1346,1242
1820,2655,1420,2062
2756,3233,3331,1804
465,789,741,1286
1123,1223,765,687
2160,3763,2146,1116
2932,3835,3919,4481
707,909,590,749
5108,9360,6809,13502
2320,2357,2869,5618
1183,1448,1318,1649
3837,5968,5927,4358
1218,1512,1565,1630
3608,5304,3925,3466
740,1719,1201,1409
1315,1363,1292,2084
973,808,1505,613
1159,1942,1482,1680
3685,1426,3600,3382
1254,807,2045,3309
719,727,1096,1844
2541,2857,3259,2227
1357,410,1515,881
1726,1607,1782,1134
1608,1617,1682,1442
1916,3181,1877,2927
1671,2751,1928,1815
1356,1162,2057,2995
3533,5553,4128,4359
2236,3748,3138,1982
2322,2056,2768,3339
1161,2649,1071,2063
414,339,580,367
1063,2726,1405,963
1273,2124,1622,1197
729,499,1307,1990
1940,765,1950,1106
1437,2311,1562,668
1561,2855,1988,2560
904,1651,1305,2986
920,709,941,1125
2917,4718,3432,1631
2048,3740,3047,3808
1598,3789,1953,2388
427,663,819,869
1677,4734,2003,1362
4316,6737,6165,10639
1036,1855,1162,2227
987,1051,1206,1877
6263,6061,7886,9746
771,540,1130,1258
2980,3454,3937,4143
1966,1417,2712,2926
792,1313,1253,643
2992,2117,2777,3851
932,1840,1235,1013
942,1264,1269,1287
1031,1164,930,1455
1441,3058,1572,939
563,666,621,942
519,423,575,1045
1311,2058,1803,781
5746,8732,6384,9874
887,1435,945,987
1503,1969,2178,2483
1852,4762,2409,3636
929,889,1293,1028
793,763,981,831
2635,1708,2485,1675
1638,1939,1595,3046
1602,682,2265,1135
438,648,562,678
1941,2986,2429,1025
1247,1987,1668,1601
510,373,786,486
2320,2295,2402,3307
2299,1708,3382,1945
927,586,969,670
1262,2450,1175,1214
3020,5078,3634,1292
1336,2136,1730,3545
1562,2190,1675,1614
1327,935,1511,1844
2132,4794,2212,1932
1476,1359,1995,779
981,1186,1035,834
1024,1164,1497,1282
926,365,1325,1316
1667,2032,2342,2650
4468,6829,5090,2879
1960,3299,2299,4094
2465,1341,2791,10881
1089,349,1519,1283
1752,1080,1929,2135
2084,1473,2906,2834
501,983,1049,1225
1547,1952,2422,5114
587,1647,549,774
3199,4182,3301,3247
4641,2768,5227,5476
1180,1123,1314,2149
660,950,659,641
4921,6388,5222,4235
774,1347,843,823
551,577,797,838
1347,831,1547,1912
1751,1456,2573,3165
1145,544,1331,1320
706,1233,849,1135
568,150,488,370
1683,2940,1797,757
2528,2346,3114,3662
2842,4446,3124,3518
1487,3443,2276,1916
325,519,617,578
1193,888,1134,705
1127,703,1143,960
734,1534,1076,1222
516,587,574,948
3457,7739,3798,3638
1799,2108,2404,2573
1193,938,1283,726
1160,711,1199,833
1163,880,1389,577
795,1220,1056,1168
1208,905,1578,1695
1048,799,1307,1069
1898,2183,2294,1733
952,1103,951,765
2098,1319,2313,1416
1353,1903,2167,6626
1101,1968,1324,1071
2296,2131,2820,3712
202,330,429,440
843,1441,1476,1781
565,821,849,1084
1885,6327,2941,4377
4677,3856,6924,7454
1958,3166,3375,1891
381,157,648,795
1344,1581,2037,1007
3526,5553,4664,4089
978,697,1251,1564
913,925,1382,814
679,914,877,466
1874,2957,2215,2238
165,213,405,512
1078,977,1163,2346
2436,3413,2997,3104
758,937,1132,2573
351,145,825,644
1286,1163,1723,2133
3118,3650,3568,1001
2992,7169,4226,3655
699,954,559,771
548,1179,802,923
1543,2347,1915,2143
3249,4435,4501,4039
882,1715,1138,1161
2047,3601,2516,1366
1556,1986,1888,2661
1171,2330,1667,2336
641,951,746,643
2195,2455,2461,1788
2143,2820,2716,4003
2231,2157,2822,7470
1801,971,2238,2753
2700,2688,2422,2674
2004,4329,2370,2087
668,1015,672,583
3285,3144,3561,6268
4779,3316,4396,1588
1206,722,1805,885
2785,5272,2336,1266
1106,1027,1872,1068
1867,1145,2525,4449
1532,1409,1597,2197
709,1221,739,963
1527,1311,1468,955
1029,849,1426,1247
2603,3752,2935,946
1076,1615,1100,1069
3919,3896,4102,1207
1078,554,1109,1270
920,1902,1072,539
3850,5133,4403,5683
2101,1963,2078,2062
2121,3288,2421,1980
3651,8317,3986,3438
1053,734,1300,959
441,598,364,279
1033,890,1387,1814
924,2015,1245,1017
927,917,1102,820
1573,2774,2183,3234
519,921,545,1200
949,571,1580,1882
664,460,755,793
1561,1028,2941,3985
1614,1855,2255,3775
1222,665,1226,712
1082,1737,1478,1363
2322,2004,2457,1643
744,765,901,332
2105,2850,2727,1821
171,140,448,627
2119,2756,2808,4042
7933,3432,10070,8486
742,1153,618,692
333,573,728,398
2887,1592,3022,3612
2265,2515,2994,3481
657,826,1107,1837
1887,1577,1886,1817
2062,1811,2415,1306
2238,5908,3257,3966
2472,2687,2677,3671
2033,1482,2769,3500
1114,589,1056,1225
3299,7780,4122,5191
1436,1270,1683,2419
3328,5104,3773,4165
1569,1327,2325,4234
2606,1881,3392,3372
2042,3334,2951,4266
2310,7545,2390,1375
364,188,314,321
1177,576,1823,2490
1231,1091,1272,1299
382,297,557,364
836,768,998,2069
2464,2049,2861,1061
1936,1118,1746,845
857,1292,1178,1360
1168,366,1733,2320
489,431,803,605
3172,2735,3258,3760
994,938,1252,1398
3253,4172,3878,4620
5552,2689,6672,4471
685,914,1242,1147
3836,7806,3785,5302
2594,1438,2476,1199
562,306,756,940
331,276,561,413
866,610,707,958
1839,2018,2235,780
1511,1464,2135,4728
2470,4014,2940,3555
1500,2540,2389,3781
708,1267,532,593
4231,5768,4748,3348
703,999,1210,951
3602,7010,3994,3439
1602,2432,2476,1329
2103,3725,1977,1667
1849,3872,2215,1726
2737,5672,3157,2576
2145,2425,2470,3040
1380,1263,1253,1142
2400,2393,3256,1784
4594,11165,5757,5099
5038,6879,5490,12656
1293,2182,1785,708
1493,3151,2190,2304
4525,6113,4848,10480
345,441,472,546
1883,2715,2351,4313
2116,2715,2836,3452
2041,1224,2402,3299
1335,1519,1837,1453
2032,3511,2294,1881
1270,1708,1486,1363
562,512,519,627
1397,1933,1420,835
2268,4004,2686,2013
1323,1641,1016,1343
2418,5289,2293,1215
2247,2848,2543,2761
1718,2133,2131,2391
1555,1510,2089,2446
1192,1380,1259,1939
2920,4567,4093,4343
1446,1242,2000,2117
1362,1944,1382,1569
606,883,759,1200
1990,1824,1999,3151
589,833,791,695
453,504,790,324
433,124,404,491
912,1300,945,1221
2471,1279,3058,2975
452,263,587,694
2562,4116,2689,1439
1251,1262,1835,3173
1533,1581,1965,1266
1960,816,2446,2728
613,502,722,573
571,399,974,1605
2909,2341,3534,3878
3657,2849,4194,3505
1065,484,1184,556
567,722,1059,755
886,730,1204,561
1684,1434,2100,1213
387,189,489,306
1453,1229,2156,4721
1744,3912,2067,2465
2483,2983,2818,2259
1560,1862,1315,1583
878,970,1067,354
186,197,213,72
3695,3354,5316,6468
2271,3377,2856,2447
968,1948,1192,2596
894,1394,958,597
1852,2414,2232,1715
1890,2014,3058,4464
1931,444,2640,2572
369,793,535,587
2406,2506,3575,4224
6169,5651,7690,10274
958,1602,1303,1437
1990,2981,2118,3533
996,1838,1192,1239
123,45,152,117
1617,1346,1826,1204
1505,1390,2089,1715
2140,4161,2428,1628
2584,2118,2664,4566
2482,4923,3361,4961
826,888,803,1382
1558,1414,2090,2538
560,658,1220,1491
924,907,1182,1068
2095,3783,2740,2685
2014,2626,2518,4009
2427,925,2580,5578
1877,3301,2522,2230
2550,1624,2541,3365
953,1920,1219,745
1682,1558,1557,2334
3780,5150,5550,8257
771,1112,989,669
1891,2682,2051,1109
2550,791,2508,2769
818,830,1164,1041
2645,2550,3254,5308
1732,1362,1975,1885
1375,1953,1620,2797
442,797,618,321
1624,1937,2353,2942
2244,2235,3012,2781
1109,1018,1142,941
517,482,1517,1352
915,2114,1637,849
3182,5736,3827,5980
2740,4477,2953,2901
707,1331,1026,1220
2328,1571,2580,1608
1472,949,1166,2677
1072,693,1020,327
5078,2535,6019,7669
1264,667,1496,1343
471,475,539,492
4199,5839,4283,6361
1869,1606,2337,1943
1159,1226,1635,704
585,814,706,263
963,1041,1260,1344
3355,3015,3704,2316
1631,1893,1922,1780
733,637,1045,767
1179,1913,1269,1911
1301,2460,1767,2034
1409,1539,1856,2198
545,783,950,1418
262,233,313,449
986,2383,1709,1779
209,197,297,291
1632,3783,2083,2652
1495,1812,1744,2270
763,1015,841,206
881,701,1099,1058
783,583,1082,1282
3061,2961,3143,1488
1535,1312,1616,1686
1264,1238,1476,2145
1946,2070,2844,2093
2300,3549,3346,2709
350,309,442,158
1693,1736,2225,3635
1817,961,2328,677
830,1319,1033,1070
1880,3860,2325,2480
2675,3856,2477,3115
3248,2857,3634,1953
2237,2846,2369,2526
2382,1683,3164,3410
1705,1833,1906,2417
2632,2055,2853,4958
1534,1417,1748,2108
1267,702,1839,654
1424,1310,1382,1848
1885,2225,2294,3544
2031,615,2855,4699
2186,6886,2157,3357
2411,2106,2151,1838
1075,1311,1242,2590
249,240,306,58
1160,1186,1647,890
336,167,420,168
3903,5266,4151,3862
607,676,550,600
1178,2641,1339,1472
422,640,367,486
757,865,433,333
923,1317,1107,1322
1113,886,1206,2472
1661,4031,1776,1084
615,1149,459,414
369,858,385,989
1445,2483,1573,2289
3577,3027,3717,4492
3118,2271,2361,742
2017,2640,2386,2350
1223,457,886,951
2724,7473,3490,3116
1685,2897,2570,2740
1094,1827,1254,1071
1365,1248,1687,1848
4779,5126,5607,11191
1851,1113,2463,2543
2076,1904,2770,5957
1339,1608,1717,2198
2226,4197,2824,3065
2253,2559,2236,2766
1572,1831,2180,2798
2078,3536,2316,4030
1106,2052,1379,1179
1024,1250,1522,1336
3164,1822,4372,6835
3236,2428,3747,6456
1042,2520,1713,2301
1423,1398,1932,1457
1034,2224,1525,1340
529,172,968,1520
1283,1668,1639,2840
1702,3106,1745,2880
1712,3959,3396,4641
2330,1562,2383,2996
850,2324,1223,1075
658,1112,895,1844
637,231,787,325
1139,1121,1125,2324
4389,3392,5488,5626
1386,1114,1698,2452
1644,1264,2225,177
1393,1418,1717,896
1482,2029,2317,1230
2109,3109,2957,3204
1179,503,1193,618
